subscription_id,customer_id,plan_tier,start_date,billing_cycle,mrr_amount,status,change_type
SUB002623,CUST02340,Growth,2025-10-26,Annual,169.15,Active,New
SUB002624,CUST02341,Growth,2024-01-20,Monthly,179.1,Cancelled,New
SUB002625,CUST02342,Growth,2025-11-29,Annual,199,Active,New
SUB002626,CUST02343,Enterprise,2025-06-18,Annual,899,Active,New
SUB002627,CUST02344,Starter,2025-06-21,Monthly,49,Cancelled,New
SUB002628,CUST02345,Starter,2025-02-11,Monthly,41.65,Active,New
SUB002629,CUST02346,Starter,2025-07-20,Annual,49,Active,New
SUB002630,CUST02347,Growth,2024-09-14,Monthly,199,Active,New
SUB002631,CUST02348,Starter,2025-05-22,Monthly,41.65,Cancelled,New
SUB002632,CUST02349,Starter,2024-09-15,Monthly,39.2,Active,New
SUB002633,CUST02350,Growth,2023-09-12,Monthly,179.1,Active,New
SUB002634,CUST02351,Starter,2025-07-15,Annual,44.1,Active,New
SUB002635,CUST02352,Starter,2025-09-10,Monthly,39.2,Active,New
SUB002636,CUST02352,Growth,2025-12-10,Annual,159.2,Active,Upgrade
SUB002637,CUST02353,Starter,2025-04-01,Monthly,49,Active,New
SUB002638,CUST02354,Enterprise,2023-10-06,Annual,899,Active,New
SUB002639,CUST02355,Growth,2024-07-10,Annual,199,Cancelled,New
SUB002640,CUST02356,Growth,2025-03-19,Monthly,179.1,Active,New
SUB002641,CUST02357,Growth,2025-07-03,Monthly,199,Active,New
SUB002642,CUST02358,Enterprise,2025-04-10,Annual,899,Active,New
SUB002643,CUST02359,Growth,2025-11-27,Monthly,189.05,Cancelled,New
SUB002644,CUST02360,Enterprise,2025-01-30,Monthly,899,Cancelled,New
SUB002645,CUST02361,Starter,2024-11-11,Monthly,39.2,Active,New
SUB002646,CUST02362,Starter,2023-10-05,Monthly,46.55,Active,New
SUB002647,CUST02363,Growth,2024-05-20,Monthly,189.05,Active,New
SUB002648,CUST02364,Starter,2024-06-20,Monthly,49,Cancelled,New
SUB002649,CUST02365,Enterprise,2024-12-31,Annual,809.1,Active,New
SUB002650,CUST02366,Starter,2025-10-30,Monthly,46.55,Cancelled,New
SUB002651,CUST02367,Starter,2025-08-04,Monthly,39.2,Active,New
SUB002652,CUST02368,Growth,2025-08-08,Monthly,179.1,Active,New
SUB002653,CUST02369,Growth,2025-10-05,Annual,199,Active,New
SUB002654,CUST02370,Growth,2025-08-27,Monthly,199,Active,New
SUB002655,CUST02371,Starter,2025-10-02,Monthly,41.65,Active,New
SUB002656,CUST02372,Growth,2024-10-28,Monthly,159.2,Active,New
SUB002657,CUST02372,Starter,2025-07-28,Monthly,39.2,Active,Downgrade
SUB002658,CUST02373,Starter,2025-08-25,Annual,36.75,Active,New
SUB002659,CUST02373,Growth,2025-11-25,Monthly,149.25,Active,Upgrade
SUB002660,CUST02374,Starter,2023-07-03,Monthly,49,Active,New
SUB002661,CUST02375,Enterprise,2024-10-07,Monthly,899,Active,New
SUB002662,CUST02376,Enterprise,2024-12-24,Monthly,899,Active,New
SUB002663,CUST02376,Growth,2025-08-24,Monthly,199,Active,Downgrade
SUB002664,CUST02377,Starter,2024-04-20,Monthly,49,Cancelled,New
SUB002665,CUST02378,Starter,2024-09-06,Monthly,46.55,Active,New
SUB002666,CUST02378,Growth,2025-07-06,Monthly,189.05,Active,Upgrade
SUB002667,CUST02379,Growth,2024-02-17,Annual,199,Active,New
SUB002668,CUST02380,Growth,2025-10-10,Monthly,199,Active,New
SUB002669,CUST02381,Growth,2025-06-13,Monthly,189.05,Active,New
SUB002670,CUST02382,Growth,2025-01-31,Monthly,179.1,Active,New
SUB002671,CUST02383,Growth,2024-05-31,Annual,169.15,Cancelled,New
SUB002672,CUST02384,Growth,2025-11-29,Monthly,189.05,Active,New
SUB002673,CUST02385,Enterprise,2024-01-07,Monthly,809.1,Active,New
SUB002674,CUST02386,Starter,2023-07-04,Monthly,49,Active,New
SUB002675,CUST02387,Enterprise,2023-11-30,Monthly,899,Active,New
SUB002676,CUST02388,Starter,2024-12-15,Annual,41.65,Cancelled,New
SUB002677,CUST02389,Starter,2024-07-10,Monthly,44.1,Active,New
SUB002678,CUST02390,Growth,2024-08-12,Monthly,179.1,Active,New
SUB002679,CUST02390,Enterprise,2025-08-12,Monthly,809.1,Active,Upgrade
SUB002680,CUST02391,Enterprise,2023-09-29,Annual,899,Active,New
SUB002681,CUST02392,Enterprise,2025-11-08,Monthly,854.05,Active,New
SUB002682,CUST02393,Enterprise,2024-09-17,Monthly,854.05,Active,New
SUB002683,CUST02394,Starter,2024-01-09,Monthly,49,Active,New
SUB002684,CUST02395,Starter,2024-11-22,Monthly,49,Active,New
SUB002685,CUST02396,Growth,2025-10-20,Annual,199,Active,New
SUB002686,CUST02397,Starter,2025-03-10,Monthly,49,Cancelled,New
SUB002687,CUST02398,Starter,2024-04-27,Monthly,41.65,Cancelled,New
SUB002688,CUST02399,Starter,2025-11-11,Annual,41.65,Active,New
SUB002689,CUST02400,Starter,2024-09-14,Monthly,49,Active,New
SUB002690,CUST02400,Growth,2025-09-14,Annual,199,Active,Upgrade
SUB002691,CUST02401,Growth,2024-07-13,Monthly,159.2,Active,New
SUB002692,CUST02401,Enterprise,2025-06-13,Monthly,719.2,Active,Upgrade
SUB002693,CUST02402,Growth,2025-09-26,Monthly,179.1,Cancelled,New
SUB002694,CUST02403,Enterprise,2025-10-04,Annual,674.25,Active,New
SUB002695,CUST02404,Enterprise,2025-09-09,Monthly,899,Active,New
SUB002696,CUST02405,Growth,2025-09-18,Monthly,169.15,Active,New
SUB002697,CUST02406,Starter,2025-04-01,Monthly,49,Active,New
SUB002698,CUST02407,Starter,2025-07-27,Monthly,49,Active,New
SUB002699,CUST02407,Growth,2025-10-27,Annual,199,Active,Upgrade
SUB002700,CUST02408,Growth,2025-09-16,Monthly,199,Active,New
SUB002701,CUST02409,Enterprise,2025-09-13,Monthly,854.05,Active,New
SUB002702,CUST02410,Starter,2025-11-22,Monthly,49,Active,New
SUB002703,CUST02411,Growth,2025-05-25,Monthly,179.1,Active,New
SUB002704,CUST02412,Growth,2025-01-01,Monthly,199,Active,New
SUB002705,CUST02413,Enterprise,2025-04-10,Monthly,899,Cancelled,New
SUB002706,CUST02414,Starter,2025-11-19,Monthly,44.1,Cancelled,New
SUB002707,CUST02415,Growth,2024-03-24,Monthly,199,Cancelled,New
SUB002708,CUST02416,Enterprise,2025-03-21,Monthly,764.15,Active,New
SUB002709,CUST02417,Growth,2023-10-05,Monthly,179.1,Active,New
SUB002710,CUST02418,Starter,2025-04-02,Annual,44.1,Cancelled,New
SUB002711,CUST02419,Starter,2024-03-07,Monthly,41.65,Cancelled,New
SUB002712,CUST02420,Starter,2025-09-28,Monthly,44.1,Active,New
SUB002713,CUST02421,Growth,2025-11-20,Monthly,179.1,Active,New
SUB002714,CUST02422,Enterprise,2024-09-05,Monthly,899,Active,New
SUB002715,CUST02423,Growth,2024-08-07,Monthly,179.1,Cancelled,New
SUB002716,CUST02424,Starter,2025-08-21,Monthly,41.65,Active,New
SUB002717,CUST02425,Growth,2025-04-21,Monthly,169.15,Active,New
SUB002718,CUST02426,Enterprise,2025-11-25,Annual,809.1,Active,New
SUB002719,CUST02427,Growth,2024-08-14,Monthly,199,Cancelled,New
SUB002720,CUST02428,Starter,2025-04-29,Annual,49,Active,New
SUB002721,CUST02428,Growth,2025-10-29,Monthly,199,Active,Upgrade
SUB002722,CUST02429,Growth,2025-06-06,Monthly,199,Active,New
SUB002723,CUST02430,Starter,2023-06-07,Monthly,44.1,Active,New
SUB002724,CUST02430,Growth,2023-09-07,Monthly,179.1,Active,Upgrade
SUB002725,CUST02431,Starter,2024-03-08,Monthly,41.65,Active,New
SUB002726,CUST02432,Starter,2023-11-30,Monthly,41.65,Active,New
SUB002727,CUST02433,Enterprise,2025-03-20,Monthly,764.15,Active,New
SUB002728,CUST02434,Enterprise,2025-07-25,Monthly,899,Active,New
SUB002729,CUST02435,Starter,2023-09-02,Monthly,41.65,Active,New
SUB002730,CUST02436,Enterprise,2025-04-27,Monthly,899,Active,New
SUB002731,CUST02437,Growth,2025-03-22,Annual,199,Active,New
SUB002732,CUST02438,Enterprise,2025-05-03,Monthly,854.05,Active,New
SUB002733,CUST02439,Starter,2025-11-02,Monthly,44.1,Active,New
SUB002734,CUST02440,Starter,2024-04-10,Monthly,44.1,Cancelled,New
SUB002735,CUST02441,Growth,2024-02-26,Annual,199,Cancelled,New
SUB002736,CUST02442,Growth,2025-04-12,Monthly,189.05,Cancelled,New
SUB002737,CUST02443,Growth,2025-11-26,Monthly,179.1,Active,New
SUB002738,CUST02444,Growth,2025-06-14,Annual,169.15,Cancelled,New
SUB002739,CUST02445,Starter,2024-05-22,Monthly,49,Cancelled,New
SUB002740,CUST02446,Starter,2023-12-09,Annual,49,Active,New
SUB002741,CUST02447,Enterprise,2024-01-28,Monthly,899,Active,New
SUB002742,CUST02448,Enterprise,2025-10-11,Annual,899,Active,New
SUB002743,CUST02449,Growth,2025-09-19,Monthly,199,Active,New
SUB002744,CUST02450,Growth,2024-01-17,Monthly,199,Active,New
SUB002745,CUST02451,Enterprise,2025-08-07,Monthly,899,Active,New
SUB002746,CUST02452,Enterprise,2025-03-29,Monthly,899,Active,New
SUB002747,CUST02453,Enterprise,2025-07-31,Annual,899,Active,New
SUB002748,CUST02453,Growth,2025-10-31,Monthly,199,Active,Downgrade
SUB002749,CUST02454,Starter,2024-11-03,Monthly,49,Active,New
SUB002750,CUST02455,Enterprise,2025-10-27,Monthly,899,Active,New
SUB002751,CUST02456,Starter,2025-04-25,Monthly,49,Active,New
SUB002752,CUST02457,Enterprise,2024-06-12,Monthly,899,Active,New
SUB002753,CUST02458,Growth,2024-09-01,Monthly,199,Active,New
SUB002754,CUST02459,Starter,2025-11-25,Monthly,49,Active,New
SUB002755,CUST02460,Enterprise,2025-04-23,Monthly,899,Active,New
SUB002756,CUST02460,Growth,2025-08-23,Monthly,199,Active,Downgrade
SUB002757,CUST02461,Starter,2024-10-18,Monthly,49,Active,New
SUB002758,CUST02462,Growth,2025-11-10,Monthly,189.05,Cancelled,New
SUB002759,CUST02463,Growth,2024-10-23,Monthly,199,Active,New
SUB002760,CUST02464,Starter,2024-05-13,Monthly,41.65,Active,New
SUB002761,CUST02464,Growth,2025-05-13,Monthly,169.15,Active,Upgrade
SUB002762,CUST02465,Starter,2024-03-12,Monthly,44.1,Cancelled,New
SUB002763,CUST02466,Enterprise,2024-01-30,Monthly,719.2,Active,New
SUB002764,CUST02467,Starter,2025-10-03,Monthly,41.65,Active,New
SUB002765,CUST02468,Growth,2025-02-16,Monthly,179.1,Active,New
SUB002766,CUST02469,Growth,2024-10-15,Annual,189.05,Active,New
SUB002767,CUST02470,Starter,2025-08-14,Annual,49,Active,New
SUB002768,CUST02470,Growth,2025-11-14,Monthly,199,Active,Upgrade
SUB002769,CUST02471,Starter,2024-07-23,Monthly,41.65,Cancelled,New
SUB002770,CUST02472,Starter,2025-08-05,Monthly,49,Active,New
SUB002771,CUST02473,Growth,2025-05-15,Annual,179.1,Active,New
SUB002772,CUST02474,Starter,2024-10-27,Monthly,49,Active,New
SUB002773,CUST02474,Growth,2025-08-27,Annual,199,Active,Upgrade
SUB002774,CUST02475,Starter,2024-11-08,Annual,44.1,Cancelled,New
SUB002775,CUST02476,Growth,2025-07-03,Monthly,179.1,Active,New
SUB002776,CUST02477,Starter,2025-02-16,Annual,46.55,Active,New
SUB002777,CUST02478,Enterprise,2025-01-11,Annual,764.15,Active,New
SUB002778,CUST02479,Growth,2025-06-02,Annual,169.15,Active,New
SUB002779,CUST02480,Growth,2024-04-03,Monthly,199,Active,New
SUB002780,CUST02481,Growth,2024-12-12,Monthly,199,Active,New
SUB002781,CUST02481,Enterprise,2025-09-12,Monthly,899,Active,Upgrade
SUB002782,CUST02482,Starter,2024-06-16,Monthly,49,Active,New
SUB002783,CUST02483,Growth,2024-06-12,Monthly,159.2,Active,New
SUB002784,CUST02484,Growth,2025-04-06,Monthly,149.25,Cancelled,New
SUB002785,CUST02485,Growth,2024-03-26,Annual,199,Active,New
SUB002786,CUST02486,Growth,2025-04-20,Monthly,189.05,Active,New
SUB002787,CUST02486,Enterprise,2025-11-20,Monthly,854.05,Active,Upgrade
SUB002788,CUST02487,Enterprise,2025-10-05,Monthly,764.15,Active,New
SUB002789,CUST02488,Enterprise,2024-10-06,Monthly,764.15,Active,New
SUB002790,CUST02489,Starter,2025-10-18,Monthly,49,Cancelled,New
SUB002791,CUST02490,Starter,2025-11-30,Monthly,49,Active,New
SUB002792,CUST02491,Enterprise,2023-06-09,Monthly,764.15,Active,New
SUB002793,CUST02492,Growth,2025-01-24,Monthly,199,Active,New
SUB002794,CUST02493,Starter,2025-11-26,Monthly,44.1,Active,New
SUB002795,CUST02494,Growth,2024-03-07,Annual,189.05,Active,New
SUB002796,CUST02495,Growth,2024-08-31,Annual,189.05,Cancelled,New
SUB002797,CUST02496,Starter,2024-11-12,Annual,46.55,Active,New
SUB002798,CUST02496,Growth,2025-08-12,Monthly,189.05,Active,Upgrade
SUB002799,CUST02497,Growth,2024-06-18,Monthly,199,Active,New
SUB002800,CUST02498,Starter,2023-11-02,Annual,49,Cancelled,New
SUB002801,CUST02499,Growth,2024-10-10,Monthly,189.05,Active,New
SUB002802,CUST02499,Starter,2025-11-10,Monthly,46.55,Active,Downgrade
SUB002803,CUST02500,Growth,2025-03-17,Monthly,199,Active,New
SUB002804,CUST02500,Enterprise,2025-11-17,Annual,899,Active,Upgrade
SUB002805,CUST02501,Growth,2024-05-11,Annual,199,Active,New
SUB002806,CUST02502,Enterprise,2025-11-09,Annual,764.15,Active,New
SUB002807,CUST02503,Starter,2024-04-04,Monthly,49,Active,New
SUB002808,CUST02503,Growth,2025-05-04,Monthly,199,Active,Upgrade
SUB002809,CUST02504,Starter,2025-11-24,Annual,49,Active,New
SUB002810,CUST02505,Starter,2025-05-24,Monthly,46.55,Active,New
SUB002811,CUST02506,Starter,2023-02-20,Annual,49,Active,New
SUB002812,CUST02506,Growth,2025-06-20,Monthly,199,Active,Upgrade
SUB002813,CUST02507,Starter,2023-10-09,Monthly,49,Active,New
SUB002814,CUST02508,Growth,2025-07-06,Annual,169.15,Active,New
SUB002815,CUST02508,Enterprise,2025-10-06,Annual,764.15,Active,Upgrade
SUB002816,CUST02509,Growth,2025-11-04,Annual,189.05,Active,New
SUB002817,CUST02510,Starter,2025-06-12,Monthly,44.1,Active,New
SUB002818,CUST02510,Growth,2025-09-12,Annual,179.1,Active,Upgrade
SUB002819,CUST02511,Growth,2024-08-29,Annual,199,Cancelled,New
SUB002820,CUST02512,Starter,2025-05-17,Monthly,44.1,Cancelled,New
SUB002821,CUST02513,Starter,2025-06-11,Monthly,41.65,Active,New
SUB002822,CUST02514,Growth,2023-10-23,Annual,189.05,Active,New
SUB002823,CUST02515,Enterprise,2024-01-26,Monthly,899,Active,New
SUB002824,CUST02516,Growth,2025-03-16,Monthly,199,Active,New
SUB002825,CUST02516,Starter,2025-07-16,Monthly,49,Active,Downgrade
SUB002826,CUST02517,Starter,2025-07-27,Annual,39.2,Active,New
SUB002827,CUST02518,Starter,2025-07-31,Annual,41.65,Active,New
SUB002828,CUST02519,Enterprise,2024-11-23,Monthly,854.05,Active,New
SUB002829,CUST02520,Starter,2025-01-02,Monthly,46.55,Cancelled,New
SUB002830,CUST02521,Starter,2025-01-26,Monthly,44.1,Active,New
SUB002831,CUST02522,Growth,2025-10-09,Annual,169.15,Active,New
SUB002832,CUST02523,Growth,2024-08-01,Annual,199,Active,New
SUB002833,CUST02524,Growth,2024-03-05,Annual,179.1,Active,New
SUB002834,CUST02525,Starter,2025-11-01,Monthly,49,Cancelled,New
SUB002835,CUST02526,Starter,2025-10-19,Monthly,49,Active,New
SUB002836,CUST02527,Growth,2023-11-02,Monthly,179.1,Active,New
SUB002837,CUST02528,Starter,2025-08-26,Monthly,46.55,Active,New
SUB002838,CUST02529,Starter,2025-07-31,Annual,41.65,Active,New
SUB002839,CUST02529,Growth,2025-10-31,Monthly,169.15,Active,Upgrade
SUB002840,CUST02530,Starter,2024-06-01,Monthly,44.1,Active,New
SUB002841,CUST02531,Starter,2024-08-25,Monthly,49,Active,New
SUB002842,CUST02531,Growth,2025-04-25,Monthly,199,Active,Upgrade
SUB002843,CUST02532,Starter,2023-04-28,Annual,46.55,Active,New
SUB002844,CUST02532,Growth,2025-09-28,Monthly,189.05,Active,Upgrade
SUB002845,CUST02533,Starter,2025-06-06,Monthly,49,Active,New
SUB002846,CUST02534,Starter,2025-07-28,Annual,49,Active,New
SUB002847,CUST02534,Growth,2025-11-28,Annual,199,Active,Upgrade
SUB002848,CUST02535,Growth,2025-04-13,Monthly,199,Cancelled,New
SUB002849,CUST02536,Starter,2025-07-30,Monthly,49,Active,New
SUB002850,CUST02537,Enterprise,2024-12-01,Monthly,899,Active,New
SUB002851,CUST02538,Growth,2024-04-24,Annual,179.1,Active,New
SUB002852,CUST02539,Growth,2025-02-26,Monthly,179.1,Active,New
SUB002853,CUST02540,Starter,2025-09-08,Monthly,41.65,Active,New
SUB002854,CUST02541,Growth,2025-07-26,Monthly,199,Active,New
SUB002855,CUST02541,Enterprise,2025-11-26,Monthly,899,Active,Upgrade
SUB002856,CUST02542,Growth,2025-08-18,Monthly,199,Active,New
SUB002857,CUST02543,Growth,2025-06-01,Monthly,199,Active,New
SUB002858,CUST02544,Growth,2025-07-19,Monthly,179.1,Active,New
SUB002859,CUST02545,Growth,2025-10-14,Annual,149.25,Active,New
SUB002860,CUST02546,Starter,2025-09-04,Annual,49,Active,New
SUB002861,CUST02547,Growth,2025-05-12,Annual,189.05,Active,New
SUB002862,CUST02548,Starter,2025-04-17,Monthly,49,Active,New
SUB002863,CUST02548,Growth,2025-09-17,Annual,199,Active,Upgrade
SUB002864,CUST02549,Growth,2025-02-07,Monthly,199,Active,New
SUB002865,CUST02550,Starter,2025-07-23,Annual,49,Active,New
SUB002866,CUST02551,Starter,2024-04-24,Annual,46.55,Cancelled,New
SUB002867,CUST02552,Growth,2025-09-29,Monthly,179.1,Active,New
SUB002868,CUST02553,Growth,2024-12-18,Monthly,199,Active,New
SUB002869,CUST02554,Starter,2025-10-30,Monthly,44.1,Active,New
SUB002870,CUST02555,Growth,2024-05-01,Monthly,189.05,Active,New
SUB002871,CUST02556,Starter,2025-10-24,Monthly,49,Active,New
SUB002872,CUST02557,Enterprise,2024-03-06,Monthly,899,Active,New
SUB002873,CUST02558,Growth,2025-11-23,Annual,199,Cancelled,New
SUB002874,CUST02559,Starter,2025-08-15,Monthly,39.2,Active,New
SUB002875,CUST02559,Growth,2025-11-15,Monthly,159.2,Active,Upgrade
SUB002876,CUST02560,Enterprise,2025-02-02,Monthly,764.15,Active,New
SUB002877,CUST02561,Growth,2025-06-22,Monthly,189.05,Active,New
SUB002878,CUST02562,Starter,2024-09-29,Monthly,49,Active,New
SUB002879,CUST02563,Starter,2024-09-06,Monthly,44.1,Active,New
SUB002880,CUST02563,Growth,2025-10-06,Monthly,179.1,Active,Upgrade
SUB002881,CUST02564,Starter,2025-11-12,Monthly,49,Active,New
SUB002882,CUST02565,Starter,2024-03-18,Annual,44.1,Active,New
SUB002883,CUST02566,Starter,2023-07-13,Annual,41.65,Cancelled,New
SUB002884,CUST02567,Starter,2024-11-11,Monthly,46.55,Active,New
SUB002885,CUST02567,Growth,2025-06-11,Monthly,189.05,Active,Upgrade
SUB002886,CUST02568,Growth,2024-12-03,Monthly,179.1,Active,New
SUB002887,CUST02569,Growth,2025-01-14,Monthly,189.05,Active,New
SUB002888,CUST02570,Starter,2025-10-03,Monthly,49,Active,New
SUB002889,CUST02571,Growth,2025-09-30,Annual,179.1,Active,New
SUB002890,CUST02571,Enterprise,2025-12-30,Monthly,809.1,Active,Upgrade
SUB002891,CUST02572,Starter,2025-05-09,Annual,41.65,Active,New
SUB002892,CUST02573,Growth,2025-03-02,Annual,169.15,Active,New
SUB002893,CUST02574,Starter,2024-05-01,Monthly,49,Cancelled,New
SUB002894,CUST02575,Growth,2024-11-09,Monthly,199,Active,New
SUB002895,CUST02576,Starter,2025-06-04,Monthly,46.55,Active,New
SUB002896,CUST02577,Growth,2025-03-24,Monthly,199,Active,New
SUB002897,CUST02578,Starter,2024-09-18,Monthly,49,Active,New
SUB002898,CUST02579,Growth,2024-04-17,Annual,149.25,Active,New
SUB002899,CUST02580,Starter,2025-09-28,Monthly,39.2,Cancelled,New
SUB002900,CUST02581,Enterprise,2023-09-01,Monthly,899,Active,New
SUB002901,CUST02582,Enterprise,2025-08-27,Annual,719.2,Active,New
SUB002902,CUST02583,Growth,2025-11-29,Monthly,179.1,Active,New
SUB002903,CUST02584,Starter,2025-05-02,Annual,49,Active,New
SUB002904,CUST02584,Growth,2025-09-02,Monthly,199,Active,Upgrade
SUB002905,CUST02585,Enterprise,2024-12-23,Annual,674.25,Active,New
SUB002906,CUST02586,Growth,2025-03-01,Monthly,169.15,Active,New
SUB002907,CUST02587,Starter,2025-03-11,Monthly,46.55,Active,New
SUB002908,CUST02587,Growth,2025-10-11,Monthly,189.05,Active,Upgrade
SUB002909,CUST02588,Growth,2023-10-16,Monthly,199,Cancelled,New
SUB002910,CUST02589,Growth,2023-06-23,Annual,179.1,Active,New
SUB002911,CUST02590,Growth,2024-06-14,Monthly,149.25,Active,New
SUB002912,CUST02591,Growth,2025-05-04,Monthly,199,Active,New
SUB002913,CUST02591,Enterprise,2025-10-04,Monthly,899,Active,Upgrade
SUB002914,CUST02592,Growth,2025-10-08,Annual,179.1,Cancelled,New
SUB002915,CUST02593,Starter,2025-09-02,Monthly,49,Active,New
SUB002916,CUST02593,Growth,2025-12-02,Monthly,199,Active,Upgrade
SUB002917,CUST02594,Starter,2025-07-12,Monthly,49,Cancelled,New
SUB002918,CUST02595,Growth,2025-08-28,Monthly,199,Active,New
SUB002919,CUST02596,Enterprise,2023-08-21,Monthly,899,Active,New
SUB002920,CUST02597,Starter,2023-12-29,Monthly,49,Active,New
SUB002921,CUST02597,Growth,2024-09-29,Monthly,199,Active,Upgrade
SUB002922,CUST02598,Enterprise,2023-04-16,Annual,899,Active,New
SUB002923,CUST02599,Enterprise,2023-11-24,Monthly,899,Active,New
SUB002924,CUST02600,Growth,2025-09-25,Annual,199,Active,New
SUB002925,CUST02601,Growth,2025-11-05,Monthly,169.15,Active,New
SUB002926,CUST02602,Enterprise,2025-11-14,Monthly,899,Active,New
SUB002927,CUST02603,Growth,2025-07-17,Monthly,199,Active,New
SUB002928,CUST02603,Starter,2025-10-17,Annual,49,Active,Downgrade
SUB002929,CUST02604,Growth,2025-03-15,Monthly,199,Cancelled,New
SUB002930,CUST02605,Growth,2025-11-08,Monthly,179.1,Active,New
SUB002931,CUST02606,Growth,2024-05-28,Monthly,199,Active,New
SUB002932,CUST02607,Enterprise,2024-12-19,Monthly,899,Active,New
SUB002933,CUST02608,Starter,2025-01-06,Monthly,49,Cancelled,New
SUB002934,CUST02609,Starter,2025-11-08,Monthly,36.75,Active,New
SUB002935,CUST02610,Starter,2025-03-29,Monthly,41.65,Cancelled,New
SUB002936,CUST02611,Enterprise,2025-11-30,Annual,899,Active,New
SUB002937,CUST02612,Starter,2023-08-13,Monthly,44.1,Active,New
SUB002938,CUST02613,Growth,2024-05-20,Monthly,179.1,Active,New
SUB002939,CUST02614,Growth,2025-03-29,Monthly,199,Active,New
SUB002940,CUST02615,Growth,2024-05-04,Monthly,189.05,Active,New
SUB002941,CUST02616,Growth,2025-05-27,Monthly,169.15,Active,New
SUB002942,CUST02617,Growth,2025-02-04,Monthly,199,Active,New
SUB002943,CUST02617,Enterprise,2025-10-04,Monthly,899,Active,Upgrade
SUB002944,CUST02618,Starter,2025-11-15,Monthly,49,Cancelled,New
SUB002945,CUST02619,Starter,2024-04-20,Monthly,49,Active,New
SUB002946,CUST02620,Enterprise,2023-10-11,Monthly,854.05,Active,New
SUB002947,CUST02621,Starter,2024-05-28,Monthly,44.1,Cancelled,New
SUB002948,CUST02622,Enterprise,2025-10-16,Monthly,764.15,Cancelled,New
SUB002949,CUST02623,Starter,2023-12-25,Annual,44.1,Active,New
SUB002950,CUST02624,Growth,2025-03-17,Annual,149.25,Active,New
SUB002951,CUST02624,Starter,2025-08-17,Monthly,36.75,Active,Downgrade
SUB002952,CUST02625,Enterprise,2023-11-07,Monthly,764.15,Active,New
SUB002953,CUST02626,Starter,2025-04-01,Monthly,49,Cancelled,New
SUB002954,CUST02627,Growth,2025-05-02,Annual,199,Active,New
SUB002955,CUST02627,Enterprise,2025-11-02,Monthly,899,Active,Upgrade
SUB002956,CUST02628,Enterprise,2023-03-31,Monthly,674.25,Active,New
SUB002957,CUST02629,Growth,2024-11-18,Annual,189.05,Active,New
SUB002958,CUST02630,Growth,2025-05-01,Annual,189.05,Active,New
SUB002959,CUST02631,Enterprise,2023-03-03,Monthly,899,Active,New
SUB002960,CUST02632,Starter,2024-02-18,Annual,36.75,Active,New
SUB002961,CUST02632,Growth,2024-11-18,Annual,149.25,Active,Upgrade
SUB002962,CUST02633,Growth,2025-03-18,Monthly,199,Active,New
SUB002963,CUST02634,Starter,2024-05-13,Annual,49,Active,New
SUB002964,CUST02635,Starter,2024-11-23,Monthly,36.75,Active,New
SUB002965,CUST02636,Growth,2024-12-18,Monthly,199,Cancelled,New
SUB002966,CUST02637,Starter,2024-01-29,Monthly,49,Active,New
SUB002967,CUST02638,Starter,2025-10-30,Monthly,44.1,Cancelled,New
SUB002968,CUST02639,Growth,2023-11-20,Monthly,199,Active,New
SUB002969,CUST02639,Enterprise,2024-09-20,Monthly,899,Active,Upgrade
SUB002970,CUST02640,Starter,2025-02-21,Monthly,49,Cancelled,New
SUB002971,CUST02641,Starter,2025-03-26,Annual,39.2,Active,New
SUB002972,CUST02642,Enterprise,2025-09-11,Monthly,764.15,Active,New
SUB002973,CUST02643,Starter,2024-05-15,Monthly,49,Active,New
SUB002974,CUST02644,Starter,2025-06-03,Monthly,44.1,Cancelled,New
SUB002975,CUST02645,Starter,2025-08-11,Monthly,36.75,Cancelled,New
SUB002976,CUST02646,Starter,2025-07-04,Monthly,46.55,Active,New
SUB002977,CUST02647,Starter,2025-09-04,Monthly,46.55,Cancelled,New
SUB002978,CUST02648,Growth,2025-06-20,Monthly,169.15,Active,New
SUB002979,CUST02649,Starter,2024-03-23,Monthly,49,Active,New
SUB002980,CUST02650,Enterprise,2024-04-20,Annual,899,Active,New
SUB002981,CUST02651,Growth,2024-10-13,Annual,169.15,Active,New
SUB002982,CUST02651,Enterprise,2025-08-13,Monthly,764.15,Active,Upgrade
SUB002983,CUST02652,Starter,2024-10-20,Monthly,49,Active,New
SUB002984,CUST02652,Growth,2025-02-20,Monthly,199,Active,Upgrade
SUB002985,CUST02653,Growth,2025-06-05,Monthly,189.05,Active,New
SUB002986,CUST02654,Growth,2025-07-17,Annual,169.15,Cancelled,New
SUB002987,CUST02655,Starter,2024-04-24,Monthly,44.1,Cancelled,New
SUB002988,CUST02656,Starter,2025-06-19,Monthly,46.55,Active,New
SUB002989,CUST02657,Enterprise,2025-05-07,Monthly,899,Active,New
SUB002990,CUST02658,Starter,2024-12-06,Monthly,49,Active,New
SUB002991,CUST02659,Starter,2025-03-22,Monthly,44.1,Active,New
SUB002992,CUST02659,Growth,2025-08-22,Monthly,179.1,Active,Upgrade
SUB002993,CUST02660,Starter,2025-07-10,Monthly,46.55,Active,New
SUB002994,CUST02661,Growth,2025-03-13,Annual,179.1,Active,New
SUB002995,CUST02662,Growth,2025-10-26,Monthly,179.1,Cancelled,New
SUB002996,CUST02663,Starter,2024-05-11,Monthly,44.1,Cancelled,New
